0.000000000,-0.0959468
0.011609977,-0.00425891
0.023219954,0.057628
0.034829931,0.0737057
0.046439909,0.0535182
0.058049886,0.0323332
0.069659863,0.0265007
0.081269841,0.0313599
0.092879818,0.0122368
0.104489795,0.00768967
0.116099773,0.00626853
0.127709750,0.0107657
0.139319727,0.0127759
0.150929705,0.00562779
0.162539682,-0.00940897
0.174149659,-0.0094138
0.185759637,-0.00562779
0.197369614,-0.0103245
0.208979591,-0.0242468
0.220589569,-0.0423447
0.232199546,-0.0554733
0.243809523,-0.0495411
0.255419501,-0.0254455
0.267029478,0.0444364
0.278639455,0.108509
0.290249433,0.105412
0.301859410,0.0633637
0.313469387,0.0194707
0.325079365,-0.0171893
0.336689342,-0.0519805
0.348299319,-0.0682552
0.359909297,-0.0669529
0.371519274,-0.0335553
0.383129251,0.014522
0.394739229,0.0613513
0.406349206,0.0764288
0.417959183,0.0491859
0.429569160,0.00528163
0.441179138,-0.0342859
0.452789115,-0.0616161
0.464399092,-0.0644951
0.476009070,-0.0522117
0.487619047,-0.00355576
0.499229024,0.0748856
0.510839002,0.129546
0.522448979,0.105676
0.534058956,0.022286
0.545668934,-0.0508419
0.557278911,-0.0903123
0.568888888,-0.102254
0.580498866,-0.0800555
0.592108843,0.0149956
0.603718820,0.166868
0.615328798,0.277882
0.626938775,0.262096
0.638548752,0.138668
0.650158730,0.0158526
0.661768707,-0.0907734
0.673378684,-0.208131
0.684988662,-0.31459
0.696598639,-0.335288
0.708208616,-0.244054
0.719818594,-0.0104448
0.731428571,0.316284
0.743038548,0.519461
0.754648526,0.435131
0.766258503,0.181486
0.777868480,-0.103578
0.789478458,-0.215439
0.801088435,-0.251238
0.812698412,-0.215725
0.824308390,0.00855685
0.835918367,0.234593
0.847528344,0.454804
0.859138321,0.442818
0.870748299,0.263199
0.882358276,-0.0188576
0.893968253,-0.188177
0.905578231,-0.258763
0.917188208,-0.27641
0.928798185,-0.24471
0.940408163,-0.0871602
0.952018140,0.176185
0.963628117,0.403049
0.975238095,0.500549
0.986848072,0.301251
0.998458049,0.00567184
1.010068027,-0.179627
1.021678004,-0.278463
1.033287981,-0.299552
1.044897959,-0.207205
1.056507936,0.11511
1.068117913,0.376336
1.079727891,0.470585
1.091337868,0.329491
1.102947845,-0.0097693
1.114557823,-0.232884
1.126167800,-0.333787
1.137777777,-0.344064
1.149387755,-0.225011
1.160997732,0.12651
1.172607709,0.529832
1.184217687,0.698057
1.195827664,0.552444
1.207437641,0.242089
1.219047619,-0.0216382
1.230657596,-0.190035
1.242267573,-0.22495
1.253877551,-0.193763
1.265487528,-0.174243
1.277097505,-0.0791072
1.288707482,0.054841
1.300317460,0.187907
1.311927437,0.207776
1.323537414,0.110919
1.335147392,-0.0482185
1.346757369,-0.19005
1.358367346,-0.223714
1.369977324,-0.163397
1.381587301,-0.000185888
1.393197278,0.188422
1.404807256,0.271782
1.416417233,0.207904
1.428027210,0.0843829
1.439637188,0.000185888
1.451247165,-0.0256367
1.462857142,-0.0242635
1.474467120,-0.00811029
1.486077097,0.0195499
1.497687074,0.0498351
1.509297052,0.058052
1.520907029,0.0531735
1.532517006,-0.02493
1.544126984,-0.108778
1.555736961,-0.124843
1.567346938,-0.112421
1.578956916,-0.0932073
1.590566893,-0.062036
1.602176870,-0.00503886
1.613786848,0.0929039
1.625396825,0.170595
1.637006802,0.154465
1.648616780,0.0404721
1.660226757,-0.0713065
1.671836734,-0.0992182
1.683446712,-0.0826688
1.695056689,-0.0492203
1.706666666,0.0193228
1.718276643,0.103233
1.729886621,0.169487
1.741496598,0.17626
1.753106575,0.106194
1.764716553,0.00486885
1.776326530,-0.0682295
1.787936507,-0.0916268
1.799546485,-0.0913889
1.811156462,-0.0928031
1.822766439,-0.0922711
1.834376417,-0.0732679
1.845986394,-0.0101387
1.857596371,0.0423844
1.869206349,0.0641271
1.880816326,0.0663836
1.892426303,0.0762919
1.904036281,0.0937114
1.915646258,0.0923507
1.927256235,0.058329
1.938866213,0.0215767
1.950476190,0.00290328
1.962086167,-0.00639458
1.973696145,0.00408286
1.985306122,0.0113317
1.996916099,0.00862728
2.008526077,0.00426581
2.020136054,-0.00116512
2.031746031,-0.00818822
2.043356009,-0.0210508
2.054965986,-0.0371769
2.066575963,-0.0552204
2.078185941,-0.0772384
2.089795918,-0.0910317
2.101405895,-0.0692851
2.113015873,-0.0114396
2.124625850,0.0616806
2.136235827,0.100286
2.147845804,0.0709917
2.159455782,0.0105627
2.171065759,-0.0463372
2.182675736,-0.0862719
2.194285714,-0.0758794
2.205895691,-0.00819089
2.217505668,0.0632575
2.229115646,0.117338
2.240725623,0.105399
2.252335600,0.0377128
2.263945578,-0.0242716
2.275555555,-0.0830916
2.287165532,-0.141896
2.298775510,-0.150671
2.310385487,-0.0682909
2.321995464,0.0675293
2.333605442,0.166251
2.345215419,0.164615
2.356825396,0.0790052
2.368435374,-0.0140743
2.380045351,-0.0392772
2.391655328,-0.0497488
2.403265306,-0.0662216
2.414875283,-0.0269162
2.426485260,0.054895
2.438095238,0.135805
2.449705215,0.148413
2.461315192,0.0862584
2.472925170,0.00369227
2.484535147,-0.0556668
2.496145124,-0.0809474
2.507755102,-0.102509
2.519365079,-0.0815908
2.530975056,-0.0146559
2.542585034,0.0772033
2.554195011,0.164479
2.565804988,0.189699
2.577414965,0.12089
2.589024943,-0.0367285
2.600634920,-0.194073
2.612244897,-0.286589
2.623854875,-0.340232
2.635464852,-0.290234
2.647074829,-0.0358758
2.658684807,0.370633
2.670294784,0.63988
2.681904761,0.551156
2.693514739,0.242127
2.705124716,-0.0651852
2.716734693,-0.173307
2.728344671,-0.205308
2.739954648,-0.190713
2.751564625,-0.0132665
2.763174603,0.235235
2.774784580,0.405998
2.786394557,0.395068
2.798004535,0.197698
2.809614512,-0.0677267
2.821224489,-0.271002
2.832834467,-0.377837
2.844444444,-0.280956
2.856054421,-0.012936
2.867664399,0.345638
2.879274376,0.469162
2.890884353,0.346771
2.902494331,0.120335
2.914104308,-0.1145
2.925714285,-0.207249
2.937324263,-0.220148
2.948934240,-0.153336
2.960544217,-0.027892
2.972154195,0.107589
2.983764172,0.218091
2.995374149,0.255143
3.006984126,0.183807
3.018594104,0.027892
3.030204081,-0.0800603
3.041814058,-0.139866
3.053424036,-0.146867
3.065034013,-0.0758576
3.076643990,0.0200152
3.088253968,0.0950509
3.099863945,0.127609
3.111473922,0.0964347
3.123083900,0.00470788
3.134693877,-0.0931246
3.146303854,-0.164553
3.157913832,-0.183827
3.169523809,-0.131942
3.181133786,0.00842985
3.192743764,0.193061
3.204353741,0.332515
3.215963718,0.308036
3.227573696,0.231582
3.239183673,0.146265
3.250793650,0.0618702
3.262403628,-0.013007
3.274013605,-0.0655775
3.285623582,-0.0959907
3.297233560,-0.0404271
3.308843537,0.0580163
3.320453514,0.0991043
3.332063492,0.0693057
3.343673469,0.00431889
3.355283446,-0.0555258
3.366893424,-0.0856498
3.378503401,-0.0930287
3.390113378,-0.0547939
3.401723356,0.0249659
3.413333333,0.130312
3.424943310,0.16429
3.436553287,0.105
3.448163265,-0.00342112
3.459773242,-0.0844866
3.471383219,-0.139659
3.482993197,-0.138348
3.494603174,-0.103584
3.506213151,-0.0611243
3.517823129,0.0527661
3.529433106,0.18295
3.541043083,0.239122
3.552653061,0.214321
3.564263038,0.115867
3.575873015,-0.0137079
3.587482993,-0.139226
3.599092970,-0.236616
3.610702947,-0.280634
3.622312925,-0.282331
3.633922902,-0.187816
3.645532879,-0.026602
3.657142857,0.113996
3.668752834,0.197257
3.680362811,0.173848
3.691972789,0.0925766
3.703582766,0.0253787
3.715192743,-0.00466543
3.726802721,-0.00472347
3.738412698,-0.00174024
3.750022675,-0.00851293
3.761632653,-0.0179423
3.773242630,-0.0026415
3.784852607,0.0300918
3.796462585,0.0455023
3.808072562,0.0348147
3.819682539,-0.0104378
3.831292517,-0.0570248
3.842902494,-0.0920773
3.854512471,-0.115006
3.866122448,-0.114837
3.877732426,-0.108786
3.889342403,-0.066867
3.900952380,0.022616
3.912562358,0.126382
3.924172335,0.157122
